"Shape" "TSR_Breadth" "Peak_Count" "Total_Count" "Tag_Ratio" "Midpoint" "Start" "End"
"AT1G73330" "62.847622836059" "82" "44946" "108565" "0.414000828996454" "27569719" "27569700" "27569781"
"AT1G73340" "3.08931633401413" "9" "36" "238" "0.151260504201681" "27573113" "27573111" "27573119"
"AT1G73350" "4.30834227117292" "27" "164" "358" "0.458100558659218" "27577277" "27577257" "27577283"
"AT1G73370" "4.58561551281751" "7" "37" "203" "0.182266009852217" "27588405" "27588404" "27588410"
"AT1G73380" "1.42807632622782" "38" "32" "108" "0.296296296296296" "27589073" "27589053" "27589090"
"AT1G73390" "4.33968347119034" "50" "731" "1724" "0.424013921113689" "27595128" "27595110" "27595159"
"AT1G73400" "1.32142857302512" "5" "11" "90" "0.122222222222222" "27598047" "27598046" "27598050"
"AT1G73410" "3.72222222511967" "7" "11" "78" "0.141025641025641" "27602123" "27602122" "27602128"
"AT1G73430" "2.61021842563364" "27" "174" "529" "0.328922495274102" "27603797" "27603783" "27603809"
"AT1G73440" "1.20317344607693" "10" "34" "190" "0.178947368421053" "27611343" "27611340" "27611349"
"AT1G73450" "4.19999997615814" "2" "12" "88" "0.136363636363636" "27617175" "27617175" "27617176"
"AT1G73460" "2.31774324001815" "68" "35" "216" "0.162037037037037" "27619630" "27619602" "27619669"
"AT1G73470" "2.23347487336754" "71" "143" "266" "0.537593984962406" "27625194" "27625154" "27625224"
"AT1G73480" "1.81659213808225" "119" "177" "620" "0.285483870967742" "27629103" "27629031" "27629149"
"AT1G73490" "3.19962987223516" "71" "120" "1010" "0.118811881188119" "27634277" "27634220" "27634290"
"AT1G73500" "6.41158648354019" "107" "954" "1940" "0.491752577319588" "27640387" "27640340" "27640446"
"AT1G73540" "4.09960227293424" "8" "894" "2583" "0.346109175377468" "27646698" "27646695" "27646702"
"AT1G73570" "1.71675900487523" "4" "14" "82" "0.170731707317073" "27651727" "27651726" "27651729"
"AT1G73580" "1.84431746149575" "7" "144" "364" "0.395604395604396" "27654757" "27654756" "27654762"
"AT1G73590" "5.81345427806533" "4" "31" "200" "0.155" "27659685" "27659684" "27659687"
"AT1G73620" "9.12895297921564" "3" "110" "436" "0.252293577981651" "27681438" "27681437" "27681439"
"AT1G73630" "6.69584476416726" "7" "54" "156" "0.346153846153846" "27684736" "27684732" "27684738"
"AT1G73640" "1.53825788782764" "5" "163" "524" "0.311068702290076" "27687082" "27687080" "27687084"
"AT1G73650" "79.5072809094672" "148" "184" "677" "0.27178729689808" "27689655" "27689650" "27689797"
"AT1G73655" "2.21544795504998" "102" "199" "421" "0.472684085510689" "27691765" "27691721" "27691822"
"AT1G73660" "9.83961308491683" "7" "60" "947" "0.0633579725448786" "27694446" "27694441" "27694447"
"AT1G73670" "4.44796746529794" "126" "521" "1437" "0.362560890744607" "27700072" "27700040" "27700165"
"AT1G73680" "1.39560439756938" "3" "20" "162" "0.123456790123457" "27704222" "27704221" "27704223"
"AT1G73710" "1.02225836575094" "317" "35" "135" "0.259259259259259" "27722430" "27722270" "27722586"
"AT1G73720" "5.9025826628867" "5" "98" "411" "0.238442822384428" "27725001" "27724999" "27725003"
"AT1G73730" "1.16021787537654" "10" "19" "99" "0.191919191919192" "27732514" "27732510" "27732519"
"AT1G73740" "7.36761210022848" "45" "45" "222" "0.202702702702703" "27734290" "27734273" "27734317"
"AT1G73750" "2.8714548404543" "4" "116" "526" "0.220532319391635" "27736687" "27736686" "27736689"
"AT1G73760" "2.51631026739991" "71" "342" "1063" "0.32173095014111" "27741232" "27741200" "27741270"
"AT1G73770" "1.24065194529967" "20" "27" "97" "0.278350515463918" "27742164" "27742156" "27742175"
"AT1G73780" "1.69444444237484" "3" "13" "73" "0.178082191780822" "27743829" "27743828" "27743830"
"AT1G73790" "3.41514929723247" "7" "61" "392" "0.155612244897959" "27744712" "27744711" "27744717"
"AT1G73810" "8.60526313789581" "4" "21" "54" "0.388888888888889" "27755226" "27755223" "27755226"
"AT1G73820" "2.24126302402305" "8" "151" "701" "0.215406562054208" "27757072" "27757070" "27757077"
"AT1G73840" "2.49169371217372" "50" "457" "1158" "0.394645941278066" "27766354" "27766321" "27766370"
"AT1G73850" "3.84778180158195" "3" "27" "312" "0.0865384615384615" "27769827" "27769826" "27769828"
"AT1G73860" "2.13165689259435" "46" "39" "148" "0.263513513513513" "27776838" "27776822" "27776867"
"AT1G73875" "1.60910184711164" "79" "218" "421" "0.517814726840855" "27781119" "27781075" "27781153"
"AT1G73880" "1.76647374717513" "34" "108" "482" "0.224066390041494" "27785361" "27785344" "27785377"
"AT1G73885" "3.88188145057551" "64" "346" "975" "0.354871794871795" "27786838" "27786813" "27786876"
"AT1G73920" "1.26977043210965" "27" "36" "840" "0.0428571428571429" "27792181" "27792170" "27792196"
"AT1G73930" "3.86999191192192" "5" "46" "500" "0.092" "27797982" "27797981" "27797985"
"AT1G73940" "1.30942959799399" "55" "516" "814" "0.633906633906634" "27799578" "27799550" "27799604"
"AT1G73950" "1.17895513346273" "10" "24" "275" "0.0872727272727273" "27804584" "27804581" "27804590"
"AT1G73960" "1.66790175915696" "18" "22" "456" "0.0482456140350877" "27814028" "27814019" "27814036"
"AT1G73970" "1.05979291969523" "7" "18" "198" "0.0909090909090909" "27818344" "27818341" "27818347"
"AT1G73980" "5.34335053609744" "11" "159" "980" "0.162244897959184" "27823993" "27823986" "27823996"
"AT1G73990" "2.09732685233438" "6" "61" "384" "0.158854166666667" "27826983" "27826981" "27826986"
"AT1G74010" "4.44290658718162" "3" "24" "128" "0.1875" "27834060" "27834058" "27834060"
"AT1G74020" "9.76684258654253" "94" "757" "1796" "0.421492204899777" "27837309" "27837241" "27837334"
"AT1G74030" "1.50758553149841" "45" "50" "1208" "0.0413907284768212" "27841887" "27841866" "27841910"
"AT1G74040" "2.38968487926773" "12" "167" "648" "0.257716049382716" "27842170" "27842165" "27842176"
"AT1G74050" "5.64363788184046" "66" "1948" "4625" "0.421189189189189" "27848734" "27848703" "27848768"
"AT1G74055" "1.00040071762958" "52" "14" "59" "0.23728813559322" "27849174" "27849149" "27849200"
"AT1G74060" "4.316100227921" "130" "2380" "3337" "0.71321546299071" "27851347" "27851261" "27851390"
"AT1G74080" "2.77797443689159" "5" "37" "116" "0.318965517241379" "27855885" "27855883" "27855887"
"AT1G74090" "1.64138806836853" "4" "83" "382" "0.217277486910995" "27862936" "27862934" "27862937"
"AT1G74100" "3.0393761985778" "186" "1254" "1974" "0.635258358662614" "27865547" "27865412" "27865597"
"AT1G74120" "1.09029830690675" "9" "28" "106" "0.264150943396226" "27873216" "27873211" "27873219"
"AT1G74160" "2.32241281235243" "5" "58" "410" "0.141463414634146" "27887114" "27887113" "27887117"
"AT1G74170" "1.69444444237484" "4" "13" "80" "0.1625" "27896384" "27896383" "27896386"
"AT1G74180" "4.90289256269158" "3" "15" "168" "0.0892857142857143" "27900583" "27900582" "27900584"
"AT1G74210" "3.62862360363465" "5" "484" "1608" "0.300995024875622" "27912402" "27912400" "27912404"
"AT1G74230" "1.58024701833109" "69" "62" "1056" "0.0587121212121212" "27916795" "27916760" "27916828"
"AT1G74240" "3.31612109399696" "41" "40" "130" "0.307692307692308" "27917388" "27917359" "27917399"
"AT1G74250" "1.94685990338164" "3" "64" "384" "0.166666666666667" "27920262" "27920261" "27920263"
"AT1G74260" "2.01171875026193" "5" "25" "724" "0.0345303867403315" "27925308" "27925306" "27925310"
"AT1G74270" "3.26733680445593" "72" "1888" "2644" "0.714069591527988" "27929485" "27929440" "27929511"
"AT1G74280" "1.9240486746665" "9" "89" "355" "0.250704225352113" "27929668" "27929663" "27929671"
"AT1G74290" "12.0769231044329" "4" "14" "60" "0.233333333333333" "27931734" "27931731" "27931734"
"AT1G74300" "1.86863905246089" "3" "22" "222" "0.0990990990990991" "27935454" "27935453" "27935455"
"AT1G74310" "1.45376529144256" "4" "12" "88" "0.136363636363636" "27940156" "27940154" "27940157"
"AT1G74320" "1.50194236387197" "140" "222" "383" "0.579634464751958" "27940764" "27940696" "27940835"
"AT1G74330" "16.2356788167482" "6" "35" "150" "0.233333333333333" "27947103" "27947102" "27947107"
"AT1G74340" "20.1490879101016" "11" "806" "1330" "0.606015037593985" "27948654" "27948651" "27948661"
"AT1G74350" "4.13809069275446" "124" "1330" "1372" "0.969387755102041" "27951648" "27951574" "27951697"
"AT1G74360" "1" "287" "16" "286" "0.0559440559440559" "27957460" "27957317" "27957603"
"AT1G74380" "2.89727149903527" "130" "762" "1676" "0.454653937947494" "27959660" "27959611" "27959740"
"AT1G74370" "3.28662826889776" "16" "24" "140" "0.171428571428571" "27959222" "27959218" "27959233"
"AT1G74390" "2.55141827299853" "7" "58" "150" "0.386666666666667" "27963829" "27963825" "27963831"
"AT1G74410" "3.36996348681548" "8" "92" "318" "0.289308176100629" "27967327" "27967323" "27967330"
"AT1G74450" "4.84004946454317" "28" "156" "598" "0.260869565217391" "27982610" "27982603" "27982630"
"AT1G74456" "3.16656176976659" "9" "45" "99" "0.454545454545455" "27985175" "27985170" "27985178"
"AT1G74458" "12.3074545673575" "102" "2393" "5538" "0.432105453232214" "27987026" "27987000" "27987101"
"AT1G74460" "10.1466991799638" "37" "1221" "4568" "0.267294220665499" "27988206" "27988200" "27988236"
"AT1G74470" "1.80703452596339" "8" "136" "384" "0.354166666666667" "27991176" "27991173" "27991180"
"AT1G74500" "11.3813008116392" "2" "133" "424" "0.313679245283019" "27998822" "27998822" "27998823"
"AT1G74510" "2.6550152177461" "2" "61" "580" "0.105172413793103" "28006841" "28006840" "28006841"
"AT1G74520" "2.84208602020245" "39" "11" "262" "0.0419847328244275" "28008329" "28008300" "28008338"
"AT1G74530" "2.37432012080687" "87" "166" "367" "0.452316076294278" "28012077" "28012029" "28012115"
"AT1G74560" "2.87428011033791" "38" "211" "1159" "0.182053494391717" "28020042" "28020027" "28020064"
"AT1G74580" "Completely_Peaked" "1" "13" "76" "0.171052631578947" "28021003" "28021003" "28021003"
"AT1G74590" "1.67578222018691" "61" "96" "891" "0.107744107744108" "28024675" "28024650" "28024710"
"AT1G74640" "4.47855060391504" "12" "8" "240" "0.0333333333333333" "28032750" "28032742" "28032753"
"AT1G74660" "7.16512577472503" "9" "272" "758" "0.358839050131926" "28048156" "28048152" "28048160"
"AT1G74680" "2.16776859739657" "4" "26" "170" "0.152941176470588" "28059417" "28059416" "28059419"
"AT1G74690" "1.77295530724274" "100" "722" "1705" "0.423460410557185" "28064591" "28064539" "28064638"
"AT1G74700" "3.92395832939073" "6" "34" "167" "0.203592814371257" "28065275" "28065271" "28065276"
"AT1G74710" "2.38239064280101" "3" "23" "102" "0.225490196078431" "28070740" "28070739" "28070741"
"AT1G74720" "2.08585018138894" "3" "34" "282" "0.120567375886525" "28075167" "28075166" "28075168"
"AT1G74730" "2.25830800814957" "5" "84" "346" "0.242774566473988" "28079055" "28079053" "28079057"
"AT1G74740" "2.25863239769584" "45" "638" "1447" "0.440912232204561" "28082639" "28082616" "28082660"
"AT1G74750" "Completely_Peaked" "1" "9" "146" "0.0616438356164384" "28086486" "28086486" "28086486"
"AT1G74770" "1.01945660276086" "93" "35" "519" "0.0674373795761079" "28091639" "28091594" "28091686"
"AT1G74780" "1.15636986220724" "5" "39" "118" "0.330508474576271" "28095829" "28095827" "28095831"
"AT1G74790" "2.50793899965918" "63" "94" "1156" "0.0813148788927336" "28101426" "28101381" "28101443"
"AT1G74800" "1.56135271993751" "54" "46" "194" "0.237113402061856" "28105145" "28105123" "28105176"
"AT1G74830" "1.50171752679258" "45" "42" "91" "0.461538461538462" "28115315" "28115300" "28115344"
"AT1G74840" "1.49065896784289" "111" "919" "12858" "0.0714730129102504" "28117245" "28117180" "28117290"
"AT1G74850" "2.46435546789871" "3" "19" "123" "0.154471544715447" "28120821" "28120820" "28120822"
"AT1G74860" "2.55279159983651" "28" "53" "146" "0.363013698630137" "28123337" "28123322" "28123349"
"AT1G74900" "4.20000001192093" "3" "6" "76" "0.0789473684210526" "28134748" "28134748" "28134750"
"AT1G74910" "2.84489280105578" "32" "31" "496" "0.0625" "28136337" "28136320" "28136351"
"AT1G74920" "1.74370845397265" "74" "403" "1347" "0.299183370452858" "28142669" "28142640" "28142713"
"AT1G74930" "6.9634268942759" "11" "746" "2031" "0.367306745445593" "28144133" "28144130" "28144140"
"AT1G74940" "2.5566369397508" "4" "64" "478" "0.133891213389121" "28146435" "28146433" "28146436"
"AT1G74950" "5.47036816765997" "23" "411" "1272" "0.32311320754717" "28150393" "28150378" "28150400"
"AT1G74960" "3.42751893915931" "53" "106" "593" "0.178752107925801" "28156194" "28156165" "28156217"
"AT1G74970" "11.0756807351148" "49" "338" "1240" "0.27258064516129" "28159135" "28159130" "28159178"
"AT1G75000" "34.2043700990854" "24" "172" "492" "0.349593495934959" "28163503" "28163501" "28163524"
"AT1G75010" "1.11291737305974" "129" "49" "132" "0.371212121212121" "28167226" "28167161" "28167289"
"AT1G75020" "1.83449355680648" "69" "85" "461" "0.184381778741866" "28171051" "28171020" "28171088"
"AT1G75030" "8.53484983681011" "6" "187" "840" "0.222619047619048" "28174378" "28174375" "28174380"
"AT1G75060" "1" "219" "12" "75" "0.16" "28182158" "28182049" "28182267"
"AT1G75080" "1.58689219294558" "151" "251" "618" "0.406148867313916" "28185619" "28185564" "28185714"
"AT1G75090" "6.14285714285714" "3" "16" "74" "0.216216216216216" "28189728" "28189726" "28189728"
"AT1G75100" "1.67595647139161" "3" "33" "124" "0.266129032258065" "28193516" "28193515" "28193517"
"AT1G75120" "1.98648353822513" "4" "24" "117" "0.205128205128205" "28199915" "28199913" "28199916"
"AT1G75130" "3.34122671090933" "58" "229" "651" "0.351766513056836" "28201930" "28201906" "28201963"
"AT1G75140" "4.08025518265992" "5" "47" "310" "0.151612903225806" "28203301" "28203300" "28203304"
"AT1G75150" "Completely_Peaked" "1" "9" "71" "0.126760563380282" "28207883" "28207883" "28207883"
"AT1G75160" "1.72321429888585" "2" "23" "90" "0.255555555555556" "28211580" "28211579" "28211580"
"AT1G75163" "2.85350047591081" "9" "44" "159" "0.276729559748428" "28212405" "28212401" "28212409"
"AT1G75166" "23.0416667523483" "2" "25" "50" "0.5" "28212521" "28212520" "28212521"
"AT1G75170" "1.88368455923476" "92" "67" "227" "0.295154185022026" "28213869" "28213820" "28213911"
"AT1G75180" "9.64522268560632" "6" "34" "307" "0.110749185667752" "28218593" "28218592" "28218597"
"AT1G75190" "3.36554882489968" "9" "38" "200" "0.19" "28219574" "28219572" "28219580"
"AT1G75200" "2.68472640755839" "9" "129" "483" "0.267080745341615" "28223675" "28223672" "28223680"
"AT1G75210" "2.811597470471" "67" "59" "194" "0.304123711340206" "28223887" "28223863" "28223929"
"AT1G75220" "1.50842456985836" "121" "1507" "2960" "0.509121621621622" "28232757" "28232708" "28232828"
"AT1G75230" "2.1755490596018" "41" "27" "228" "0.118421052631579" "28234394" "28234373" "28234413"
"AT1G75270" "2.70949113317461" "151" "381" "937" "0.406616862326574" "28251285" "28251200" "28251350"
"AT1G75280" "3.38531036148167" "17" "642" "1673" "0.383741781231321" "28251963" "28251958" "28251974"
"AT1G75290" "2.04166666899497" "5" "44" "118" "0.372881355932203" "28253854" "28253851" "28253855"
"AT1G75295" "6.6303481122384" "169" "187" "410" "0.45609756097561" "28257172" "28257130" "28257298"
"AT1G75310" "8.9647746921197" "20" "11" "205" "0.0536585365853659" "28260949" "28260932" "28260951"
"AT1G75330" "1.42335654615376" "142" "2327" "3148" "0.739199491740788" "28268372" "28268275" "28268416"
"AT1G75335" "4.60657943273906" "4" "27" "80" "0.3375" "28268541" "28268539" "28268542"
"AT1G75340" "1.21664391415052" "185" "40" "157" "0.254777070063694" "28272499" "28272398" "28272582"
"AT1G75350" "5.22085446702641" "49" "37" "256" "0.14453125" "28272373" "28272362" "28272410"
"AT1G75370" "1.71269699315728" "26" "50" "386" "0.129533678756477" "28278916" "28278903" "28278928"
"AT1G75380" "11.041587201274" "52" "346" "1138" "0.304042179261863" "28284038" "28284013" "28284064"
"AT1G75390" "3.08912478608388" "49" "116" "421" "0.275534441805226" "28291774" "28291760" "28291808"
"AT1G75400" "1.64063394814305" "108" "214" "601" "0.356073211314476" "28296958" "28296900" "28297007"
"AT1G75410" "1.75274475747623" "3" "111" "518" "0.214285714285714" "28300059" "28300058" "28300060"
"AT1G75420" "2.27058900498994" "26" "45" "190" "0.236842105263158" "28305309" "28305300" "28305325"
"AT1G75440" "2.56871335504503" "56" "101" "520" "0.194230769230769" "28313610" "28313573" "28313628"
"AT1G75450" "5.47314747770729" "6" "180" "391" "0.460358056265985" "28318217" "28318215" "28318220"
"AT1G75500" "1.63823788112503" "197" "281" "3016" "0.0931697612732096" "28338981" "28338879" "28339075"
"AT1G75510" "3.79840107783848" "100" "320" "1096" "0.291970802919708" "28348710" "28348647" "28348746"
"AT1G75540" "3.45912571999553" "96" "1737" "2898" "0.599378881987578" "28366027" "28365987" "28366082"
"AT1G75560" "3.26377967917936" "6" "464" "1790" "0.259217877094972" "28372741" "28372740" "28372745"
"AT1G75590" "2.32898556873757" "9" "48" "176" "0.272727272727273" "28383769" "28383764" "28383772"
"AT1G75620" "Completely_Peaked" "1" "12" "54" "0.222222222222222" "28396326" "28396326" "28396326"
"AT1G75630" "12.6260910250542" "93" "1789" "3790" "0.472031662269129" "28400640" "28400610" "28400702"
"AT1G75640" "2.82929642570894" "3" "19" "160" "0.11875" "28407054" "28407052" "28407054"
"AT1G75660" "4.53202322749086" "100" "831" "2098" "0.396091515729266" "28408211" "28408170" "28408269"
"AT1G75670" "2.65882270625402" "40" "77" "212" "0.363207547169811" "28416844" "28416820" "28416859"
"AT1G75680" "2.36215564572088" "189" "698" "1609" "0.433809819763828" "28419418" "28419344" "28419532"
"AT1G75690" "1.0064102561237" "2" "25" "160" "0.15625" "28423202" "28423202" "28423203"
"AT1G75700" "4.89837568873422" "10" "25" "90" "0.277777777777778" "28423658" "28423651" "28423660"
"AT1G75710" "2.80069018291772" "46" "182" "474" "0.383966244725738" "28428777" "28428760" "28428805"
"AT1G75730" "1.06204818695194" "21" "25" "166" "0.150602409638554" "28436714" "28436704" "28436724"
"AT1G75750" "58.6796075670497" "58" "2762" "6446" "0.428482780018616" "28442362" "28442310" "28442367"
"AT1G75760" "2.11436734406875" "115" "66" "862" "0.0765661252900232" "28447181" "28447131" "28447245"
"AT1G75770" "1.84825214598812" "4" "58" "262" "0.221374045801527" "28450175" "28450174" "28450177"
"AT1G75780" "7.85566599602455" "42" "707" "2390" "0.29581589958159" "28453637" "28453618" "28453659"
"AT1G75800" "2.99943958986936" "204" "641" "3559" "0.180106771565046" "28459222" "28459142" "28459345"
"AT1G75810" "4.91749647536283" "88" "146" "402" "0.36318407960199" "28461680" "28461653" "28461740"
"AT1G75820" "7.98617151886778" "63" "19" "608" "0.03125" "28465701" "28465680" "28465742"
"AT1G75840" "4.23927310219305" "111" "183" "920" "0.198913043478261" "28475800" "28475770" "28475880"
"AT1G75850" "1.80653439563243" "5" "50" "1684" "0.0296912114014252" "28480788" "28480786" "28480790"
"AT1G75860" "2.21972024232267" "28" "222" "541" "0.410351201478743" "28485951" "28485934" "28485961"
"AT1G75950" "3.61031348416209" "11" "1279" "3344" "0.382476076555024" "28516635" "28516630" "28516640"
"AT1G75980" "8.53369211316901" "48" "26" "206" "0.12621359223301" "28522720" "28522713" "28522760"
"AT1G75990" "4.27593503809322" "37" "574" "1284" "0.447040498442368" "28526704" "28526692" "28526728"
"AT1G76010" "4.85552408635265" "111" "2261" "4559" "0.495942092564159" "28530762" "28530708" "28530818"
"AT1G76020" "12.8905490068393" "8" "145" "873" "0.166093928980527" "28533558" "28533552" "28533559"
"AT1G76030" "2.29725927372353" "76" "1079" "3049" "0.353886520170548" "28533865" "28533830" "28533905"
"AT1G76040" "1.45978373669964" "275" "942" "1243" "0.757843925985519" "28537869" "28537730" "28538004"
"AT1G76050" "3.16234456828236" "34" "52" "157" "0.331210191082803" "28540876" "28540851" "28540884"
"AT1G76060" "3.98403615643037" "58" "300" "601" "0.499168053244592" "28543853" "28543820" "28543877"
"AT1G76062" "1.74361881684951" "22" "58" "165" "0.351515151515152" "28545400" "28545390" "28545411"
"AT1G76070" "2.84206429969467" "70" "278" "1037" "0.26808100289296" "28546578" "28546544" "28546613"
"AT1G76080" "2.02782467951113" "65" "560" "780" "0.717948717948718" "28549380" "28549360" "28549424"
"AT1G76090" "4.19007059828496" "56" "417" "1094" "0.381170018281536" "28551726" "28551700" "28551755"
"AT1G76120" "1.6400854405269" "8" "28" "148" "0.189189189189189" "28560436" "28560432" "28560439"
"AT1G76140" "7.04964533885853" "88" "235" "896" "0.262276785714286" "28571319" "28571302" "28571389"
"AT1G76150" "8.19419185141854" "5" "179" "800" "0.22375" "28577677" "28577675" "28577679"
"AT1G76160" "2.77307994390288" "110" "677" "1645" "0.411550151975684" "28581092" "28581029" "28581138"
"AT1G76170" "Completely_Peaked" "1" "23" "76" "0.302631578947368" "28586277" "28586277" "28586277"
"AT1G76180" "32.1065314376573" "92" "9738" "23443" "0.41539052169091" "28587752" "28587680" "28587771"
"AT1G76185" "1.69573621374592" "6" "35" "218" "0.160550458715596" "28590297" "28590295" "28590300"
"AT1G76200" "5.2205918437096" "56" "1734" "4761" "0.364209199747952" "28593307" "28593286" "28593341"
"AT1G76210" "1.02380952327734" "3" "13" "56" "0.232142857142857" "28596013" "28596012" "28596014"
"AT1G76220" "Completely_Peaked" "1" "9" "53" "0.169811320754717" "28598292" "28598292" "28598292"
"AT1G76240" "6.70149996420159" "18" "751" "1665" "0.451051051051051" "28603929" "28603918" "28603935"
"AT1G76250" "3.282839935557" "7" "40" "340" "0.117647058823529" "28609148" "28609144" "28609150"
"AT1G76260" "1.65563978299384" "49" "93" "374" "0.248663101604278" "28610322" "28610289" "28610337"
"AT1G76270" "1.87119389007968" "30" "44" "228" "0.192982456140351" "28616749" "28616740" "28616769"
"AT1G76280" "2.98426030986032" "6" "41" "220" "0.186363636363636" "28622316" "28622314" "28622319"
"AT1G76300" "1.63473738949768" "83" "136" "415" "0.327710843373494" "28625955" "28625917" "28625999"
"AT1G76310" "13.4390222509105" "4" "165" "765" "0.215686274509804" "28630564" "28630563" "28630566"
"AT1G76320" "9.50421804059458" "30" "48" "343" "0.139941690962099" "28631234" "28631231" "28631260"
"AT1G76340" "4.3374853182133" "46" "116" "436" "0.26605504587156" "28636712" "28636680" "28636725"
"AT1G76350" "1.94095581728557" "3" "33" "189" "0.174603174603175" "28640261" "28640260" "28640262"
"AT1G76360" "2.2741038896886" "116" "279" "944" "0.295550847457627" "28646656" "28646601" "28646716"
"AT1G76380" "2.36679198059324" "3" "60" "227" "0.26431718061674" "28654283" "28654282" "28654284"
"AT1G76390" "1.14253080502229" "36" "78" "358" "0.217877094972067" "28655399" "28655383" "28655418"
"AT1G76400" "8.4828927229493" "157" "160" "784" "0.204081632653061" "28660445" "28660420" "28660576"
"AT1G76405" "1.04645161382614" "2" "56" "224" "0.25" "28663063" "28663063" "28663064"
"AT1G76410" "12.8704371087372" "77" "742" "1678" "0.442193087008343" "28668849" "28668807" "28668883"
"AT1G76440" "1.9846153992873" "2" "18" "93" "0.193548387096774" "28683757" "28683756" "28683757"
"AT1G76450" "2.50222865182141" "38" "384" "894" "0.429530201342282" "28684599" "28684583" "28684620"
"AT1G76460" "1.97715400350562" "3" "58" "1984" "0.0292338709677419" "28687101" "28687100" "28687102"
"AT1G76470" "1.8403361364573" "6" "24" "82" "0.292682926829268" "28691449" "28691445" "28691450"
"AT1G76490" "3.87711229248898" "56" "3701" "10841" "0.341389170740707" "28695887" "28695860" "28695915"
"AT1G76500" "3.08390332241918" "36" "37" "394" "0.0939086294416244" "28705179" "28705157" "28705192"
"AT1G76510" "5.44192001955692" "62" "166" "583" "0.284734133790738" "28712817" "28712799" "28712860"
"AT1G76520" "2.90883579314908" "5" "450" "1923" "0.234009360374415" "28715433" "28715431" "28715435"
"AT1G76540" "4.57392675518041" "105" "767" "1066" "0.719512195121951" "28722410" "28722361" "28722465"
"AT1G76550" "8.5205577894283" "89" "307" "1034" "0.296905222437137" "28727003" "28726950" "28727038"
"AT1G76560" "1.96215237416171" "41" "55" "1864" "0.0295064377682403" "28728215" "28728194" "28728234"
"AT1G76570" "1.19062589054087" "18" "45" "196" "0.229591836734694" "28729100" "28729094" "28729111"
"AT1G76580" "1.9487424129323" "66" "70" "256" "0.2734375" "28734243" "28734213" "28734278"
"AT1G76590" "3.16138936922481" "110" "872" "1307" "0.667176740627391" "28740750" "28740700" "28740809"
"AT1G76600" "5.91068636972861" "24" "97" "480" "0.202083333333333" "28747059" "28747050" "28747073"
"AT1G76630" "20.5837503641817" "19" "34" "294" "0.115646258503401" "28759892" "28759890" "28759908"
"AT1G76640" "5.60688157293096" "8" "143" "351" "0.407407407407407" "28765878" "28765874" "28765881"
"AT1G76650" "1.54158254185255" "28" "43" "1364" "0.031524926686217" "28767293" "28767280" "28767307"
"AT1G76660" "2.01247101154172" "39" "66" "342" "0.192982456140351" "28771035" "28771020" "28771058"
"AT1G76670" "2.59706158880616" "150" "440" "1450" "0.303448275862069" "28774831" "28774741" "28774890"
"AT1G76680" "2.31140350437671" "46" "105" "2522" "0.0416336241078509" "28777496" "28777471" "28777516"
"AT1G76690" "1.42529540178991" "6" "490" "1325" "0.369811320754717" "28778914" "28778912" "28778917"
"AT1G76700" "3.8602680144399" "21" "125" "498" "0.251004016064257" "28783271" "28783263" "28783283"
"AT1G76710" "14.8066115328103" "4" "36" "130" "0.276923076923077" "28792677" "28792674" "28792677"
"AT1G76730" "1.38104410151981" "7" "20" "70" "0.285714285714286" "28804754" "28804750" "28804756"
"AT1G76760" "4.08628220936127" "6" "283" "928" "0.304956896551724" "28812873" "28812870" "28812875"
"AT1G76790" "5.41438919395037" "90" "4543" "9677" "0.469463676759326" "28823651" "28823610" "28823699"
"AT1G76800" "2.93939393578154" "5" "14" "60" "0.233333333333333" "28829343" "28829340" "28829344"
"AT1G76810" "3.04835019646654" "8" "104" "1348" "0.0771513353115727" "28835996" "28835993" "28836000"
"AT1G76850" "9.30541551237031" "148" "269" "1295" "0.207722007722008" "28847952" "28847903" "28848050"
"AT1G76860" "5.73928174071102" "43" "466" "1516" "0.307387862796834" "28855712" "28855681" "28855723"
"AT1G76880" "Completely_Peaked" "1" "17" "686" "0.0247813411078717" "28867283" "28867283" "28867283"
"AT1G76878" "Completely_Peaked" "1" "10" "56" "0.178571428571429" "28867573" "28867573" "28867573"
"AT1G76890" "1.95029062965511" "25" "56" "1336" "0.0419161676646707" "28874590" "28874580" "28874604"
"AT1G76900" "9.93486842425315" "5" "154" "1713" "0.0899007589025102" "28883589" "28883586" "28883590"
"AT1G76920" "4.57846976990916" "111" "308" "1207" "0.255178127589064" "28892242" "28892202" "28892312"
"AT1G76930" "7.12623024263945" "14" "3465" "8311" "0.416917338467092" "28896883" "28896878" "28896891"
"AT1G76940" "4.5158204452881" "85" "247" "540" "0.457407407407407" "28904272" "28904225" "28904309"
"AT1G76950" "3.28463649121209" "4" "21" "492" "0.0426829268292683" "28910983" "28910982" "28910985"
"AT1G76952" "3.27161358823649" "3" "59" "150" "0.393333333333333" "28914822" "28914821" "28914823"
"AT1G76970" "1.64305042162998" "10" "37" "302" "0.122516556291391" "28925364" "28925361" "28925370"
"AT1G76980" "6.08786501383833" "6" "109" "625" "0.1744" "28927335" "28927333" "28927338"
"AT1G76990" "1.85663536403402" "146" "253" "3031" "0.0834708017156054" "28935020" "28934933" "28935078"
"AT1G77000" "3.62326709424055" "5" "26" "245" "0.106122448979592" "28942374" "28942371" "28942375"
"AT1G77020" "2.04741302850453" "86" "86" "203" "0.423645320197044" "28946992" "28946964" "28947049"
